transaction_id,customer_id,amount,currency,transaction_date,country,channel,merchant_category,status
116,1062,439.0,MXN,2024-01-23,USA,In-Store,Electronics,Pending
117,1010,174.33,MXN,2024-02-28,Canada,Mobile,Restaurant,Declined
118,1080,411.52,USD,2024-02-23,Spain,In-Store,Restaurant,Pending
119,1007,59.76,EUR,2024-01-16,Canada,In-Store,Restaurant,Pending
120,1034,423.99,MXN,2024-01-01,UK,In-Store,Pharmacy,Pending
121,1034,68.11,MXN,2024-01-12,Canada,Mobile,Travel,Refunded
122,1032,201.66,USD,2024-01-24,Mexico,Online,Travel,Declined
123,1004,399.66,USD,2024-02-03,Canada,Mobile,Fashion,Completed
124,1040,79.21,MXN,2024-02-22,Mexico,Online,Pharmacy,Refunded
125,1027,118.48,CAD,2024-02-26,Mexico,Online,Restaurant,Completed
126,1006,362.52,MXN,2024-01-08,Mexico,Online,Grocery,Completed
127,1072,361.42,MXN,2024-01-18,UK,In-Store,Fashion,Refunded
128,1071,322.37,USD,2024-02-26,Canada,In-Store,Grocery,Refunded
129,1011,348.5,USD,2024-02-17,Canada,Online,Travel,Declined
130,1033,273.65,MXN,2024-01-05,UK,Online,Fashion,Declined
131,1032,129.64,MXN,2024-01-26,Spain,In-Store,Fashion,Pending
132,1047,176.12,MXN,2024-01-30,USA,Mobile,Electronics,Completed
133,1022,94.89,USD,2024-02-23,Canada,Online,Travel,Declined
134,1061,454.68,MXN,2024-01-13,USA,Mobile,Travel,Pending
135,1087,293.78,MXN,2024-01-19,UK,In-Store,Pharmacy,Declined
136,1036,203.42,GBP,2024-01-29,Spain,Online,Fashion,Refunded
137,1098,233.69,CAD,2024-01-03,Spain,Mobile,Travel,Declined
138,1043,473.91,EUR,2024-01-26,Spain,Mobile,Fashion,Completed
139,1085,80.91,CAD,2024-02-09,UK,Mobile,Pharmacy,Declined
140,1090,295.18,GBP,2024-02-28,Mexico,In-Store,Pharmacy,Completed
141,1034,255.41,EUR,2024-02-27,Mexico,In-Store,Electronics,Refunded
142,1064,307.67,MXN,2024-02-27,USA,Mobile,Fashion,Completed
143,1098,13.96,GBP,2024-01-12,Mexico,Mobile,Travel,Declined
144,1046,436.7,MXN,2024-01-02,Mexico,In-Store,Travel,Pending
145,1077,466.4,USD,2024-01-11,Spain,Mobile,Fashion,Refunded
146,1002,284.74,GBP,2024-02-13,Spain,Mobile,Fashion,Declined
147,1000,349.84,USD,2024-01-28,USA,In-Store,Fashion,Refunded
148,1004,461.64,GBP,2024-01-18,Canada,Mobile,Restaurant,Refunded
149,1089,355.08,GBP,2024-01-13,USA,Mobile,Travel,Declined
150,1013,80.51,USD,2024-02-06,USA,Mobile,Pharmacy,Declined
151,1026,290.26,EUR,2024-01-22,UK,In-Store,Travel,Pending
152,1008,305.32,CAD,2024-01-12,UK,Mobile,Restaurant,Refunded
153,1078,214.94,MXN,2024-01-02,USA,In-Store,Fashion,Refunded
154,1014,369.54,GBP,2024-02-06,USA,In-Store,Electronics,Declined
155,1089,467.51,MXN,2024-01-07,USA,Online,Fashion,Completed
156,1041,463.16,USD,2024-01-26,Mexico,Online,Fashion,Declined
157,1076,228.17,MXN,2024-01-26,UK,Mobile,Restaurant,Refunded
158,1050,61.05,USD,2024-01-24,USA,In-Store,Travel,Declined
159,1062,492.5,MXN,2024-01-12,Spain,Online,Fashion,Pending
160,1095,420.25,CAD,2024-01-16,Spain,Mobile,Travel,Completed
161,1051,66.71,CAD,2024-01-23,Mexico,Online,Grocery,Declined
162,1095,460.82,CAD,2024-02-09,Mexico,Online,Pharmacy,Pending
163,1003,435.6,CAD,2024-02-29,Canada,In-Store,Travel,Refunded
164,1093,261.82,CAD,2024-01-09,Canada,In-Store,Electronics,Declined
165,1022,297.68,CAD,2024-02-01,Canada,Online,Pharmacy,Refunded
166,1014,202.51,USD,2024-01-15,Mexico,Online,Electronics,Pending
167,1042,32.11,GBP,2024-02-06,Mexico,In-Store,Fashion,Refunded
168,1028,170.92,MXN,2024-01-13,Mexico,Mobile,Pharmacy,Pending
169,1035,402.41,CAD,2024-01-05,Spain,In-Store,Travel,Pending
170,1012,7.29,USD,2024-01-11,Mexico,Online,Pharmacy,Pending
171,1031,170.08,USD,2024-01-10,Spain,Mobile,Fashion,Declined
172,1070,202.09,USD,2024-02-21,Canada,Online,Restaurant,Refunded
173,1058,271.01,GBP,2024-01-13,Canada,Mobile,Electronics,Refunded
174,1085,460.33,MXN,2024-02-10,Canada,Online,Fashion,Completed
175,1027,176.44,GBP,2024-02-22,USA,Mobile,Restaurant,Completed
176,1065,176.74,EUR,2024-02-15,USA,Mobile,Pharmacy,Completed
177,1041,370.06,USD,2024-02-19,UK,Online,Pharmacy,Completed
178,1044,228.85,EUR,2024-01-15,UK,Mobile,Fashion,Refunded
179,1061,116.18,CAD,2024-02-11,UK,In-Store,Travel,Pending
180,1056,228.96,CAD,2024-02-25,USA,Online,Pharmacy,Pending
181,1005,74.72,GBP,2024-01-07,USA,In-Store,Travel,Declined
182,1027,92.31,MXN,2024-02-09,UK,Online,Travel,Pending
183,1027,251.69,EUR,2024-01-28,UK,Mobile,Travel,Refunded
184,1043,212.37,MXN,2024-02-01,Mexico,Mobile,Grocery,Refunded
185,1083,457.85,GBP,2024-02-04,UK,Mobile,Restaurant,Refunded
186,1029,184.38,CAD,2024-01-15,Mexico,Online,Restaurant,Declined
187,1061,292.39,MXN,2024-02-17,Spain,In-Store,Pharmacy,Completed
188,1074,317.97,MXN,2024-02-05,USA,In-Store,Pharmacy,Pending
189,1091,11.48,CAD,2024-01-21,UK,Online,Travel,Refunded
190,1088,333.45,EUR,2024-01-06,USA,Online,Grocery,Refunded
191,1061,93.13,CAD,2024-01-01,USA,In-Store,Travel,Completed
192,1096,480.73,MXN,2024-01-04,USA,In-Store,Grocery,Refunded
193,1000,78.59,EUR,2024-01-11,Spain,In-Store,Travel,Pending
194,1026,210.24,EUR,2024-02-13,Canada,In-Store,Electronics,Declined
195,1061,47.25,CAD,2024-01-26,UK,Online,Electronics,Refunded
196,1076,498.45,MXN,2024-02-06,Canada,Online,Fashion,Pending
197,1002,253.59,GBP,2024-01-23,Canada,Mobile,Travel,Refunded
198,1069,299.72,MXN,2024-01-29,Canada,In-Store,Pharmacy,Completed
199,1071,38.2,USD,2024-01-21,USA,Mobile,Restaurant,Refunded
200,1026,376.23,GBP,2024-02-17,Mexico,Online,Fashion,Refunded
201,1008,108.9,EUR,2024-02-14,USA,Online,Pharmacy,Declined
202,1061,449.54,GBP,2024-02-14,USA,Mobile,Electronics,Completed
203,1036,106.54,EUR,2024-02-18,Canada,In-Store,Travel,Completed
204,1096,99.39,EUR,2024-01-27,USA,In-Store,Fashion,Declined
205,1050,23.09,GBP,2024-02-08,Canada,In-Store,Travel,Refunded
206,1043,238.67,EUR,2024-02-09,Mexico,In-Store,Electronics,Pending
207,1023,284.6,EUR,2024-01-13,UK,Mobile,Fashion,Completed
208,1078,37.53,USD,2024-01-23,Canada,Mobile,Electronics,Completed
209,1058,388.89,MXN,2024-02-28,Mexico,Online,Grocery,Refunded
210,1031,229.38,MXN,2024-01-16,UK,In-Store,Electronics,Refunded
211,1095,264.57,USD,2024-01-30,Spain,In-Store,Travel,Completed
212,1087,223.18,GBP,2024-01-04,Canada,In-Store,Restaurant,Refunded
213,1051,203.38,CAD,2024-02-09,Canada,Mobile,Electronics,Pending
214,1061,282.02,CAD,2024-01-16,Spain,In-Store,Pharmacy,Completed
215,1057,81.84,CAD,2024-01-31,Spain,Mobile,Restaurant,Pending
216,1051,95.05,USD,2024-02-22,Canada,In-Store,Grocery,Pending
217,1011,431.58,USD,2024-02-11,Spain,In-Store,Fashion,Refunded
218,1038,473.33,EUR,2024-01-25,USA,Online,Fashion,Pending
219,1001,189.79,CAD,2024-02-13,UK,In-Store,Restaurant,Refunded
220,1002,139.02,GBP,2024-01-12,UK,In-Store,Fashion,Declined
221,1055,323.78,GBP,2024-01-26,UK,Online,Electronics,Refunded
222,1080,207.32,CAD,2024-02-06,USA,Mobile,Restaurant,Pending
223,1058,17.57,CAD,2024-02-17,Spain,Mobile,Travel,Declined
224,1001,82.3,CAD,2024-02-02,Mexico,In-Store,Electronics,Refunded
225,1001,359.41,USD,2024-01-28,Spain,Mobile,Electronics,Pending
226,1091,331.17,USD,2024-01-09,Canada,In-Store,Electronics,Completed
227,1053,18.41,USD,2024-01-12,UK,Online,Travel,Completed
228,1086,114.88,MXN,2024-01-05,Spain,Online,Grocery,Refunded
229,1095,119.38,GBP,2024-02-23,Mexico,In-Store,Pharmacy,Refunded
230,1096,337.59,GBP,2024-02-21,Canada,Online,Fashion,Completed
231,1000,14.76,EUR,2024-02-23,USA,Online,Restaurant,Pending
232,1018,56.53,USD,2024-01-28,USA,In-Store,Grocery,Pending
233,1001,400.96,MXN,2024-02-25,Mexico,In-Store,Restaurant,Pending
234,1052,93.38,MXN,2024-02-04,Canada,Online,Fashion,Refunded
235,1043,328.11,GBP,2024-01-05,UK,Mobile,Travel,Declined
236,1089,122.9,USD,2024-02-03,Spain,Mobile,Electronics,Declined
237,1031,54.22,EUR,2024-02-15,Canada,In-Store,Electronics,Declined
238,1069,125.37,USD,2024-02-03,USA,In-Store,Travel,Declined
239,1031,362.52,CAD,2024-01-13,Mexico,Mobile,Grocery,Declined
240,1067,428.57,USD,2024-02-08,Mexico,Online,Grocery,Refunded
241,1054,415.96,CAD,2024-02-11,Spain,Mobile,Restaurant,Refunded
242,1074,201.61,CAD,2024-02-14,Mexico,Mobile,Travel,Declined
243,1055,335.7,EUR,2024-02-17,Mexico,Mobile,Grocery,Refunded
244,1016,106.47,GBP,2024-02-27,Canada,Mobile,Travel,Refunded
245,1037,150.11,USD,2024-01-14,UK,In-Store,Fashion,Declined
246,1023,448.69,CAD,2024-01-11,Spain,In-Store,Electronics,Pending
247,1068,11.44,USD,2024-02-11,Canada,Online,Electronics,Refunded
248,1097,47.33,GBP,2024-02-07,UK,Online,Electronics,Pending
249,1069,107.9,GBP,2024-01-04,Canada,Online,Travel,Refunded
250,1085,18.13,MXN,2024-02-22,Canada,Online,Travel,Refunded
251,1010,94.81,GBP,2024-02-02,Mexico,Mobile,Restaurant,Declined
252,1015,293.61,EUR,2024-01-07,UK,In-Store,Electronics,Refunded
253,1096,213.61,CAD,2024-02-25,Spain,In-Store,Restaurant,Completed
254,1072,446.87,MXN,2024-02-10,Spain,Online,Electronics,Completed
255,1058,409.63,EUR,2024-01-08,UK,Online,Restaurant,Declined
256,1069,174.2,USD,2024-02-06,Mexico,Mobile,Restaurant,Pending
257,1079,133.41,CAD,2024-02-20,USA,Mobile,Fashion,Pending
258,1092,192.95,GBP,2024-01-10,Canada,Online,Restaurant,Pending
259,1002,297.2,CAD,2024-02-12,Mexico,In-Store,Travel,Completed
260,1019,137.69,USD,2024-02-26,UK,In-Store,Restaurant,Pending
261,1058,313.95,MXN,2024-01-15,Canada,In-Store,Electronics,Pending
262,1035,207.66,MXN,2024-02-07,Spain,Online,Restaurant,Declined
263,1018,278.26,MXN,2024-01-15,USA,In-Store,Grocery,Pending
264,1089,220.88,GBP,2024-01-05,Spain,Mobile,Pharmacy,Completed
265,1066,150.76,EUR,2024-01-29,UK,Mobile,Electronics,Completed
266,1018,474.48,EUR,2024-01-19,Canada,Online,Grocery,Completed
267,1019,382.98,CAD,2024-02-23,UK,Mobile,Electronics,Declined
268,1095,74.36,GBP,2024-02-20,Canada,Online,Travel,Declined
269,1070,434.89,MXN,2024-01-10,Mexico,In-Store,Pharmacy,Refunded
270,1051,246.28,MXN,2024-01-12,USA,In-Store,Pharmacy,Pending
271,1032,447.8,USD,2024-02-23,Mexico,In-Store,Travel,Declined
272,1039,400.93,USD,2024-01-04,Mexico,Mobile,Pharmacy,Completed
273,1038,215.48,MXN,2024-01-31,UK,Online,Travel,Completed
274,1081,16.12,MXN,2024-01-18,USA,In-Store,Grocery,Declined
275,1000,138.0,GBP,2024-01-16,Canada,Online,Fashion,Declined
276,1010,273.11,EUR,2024-02-09,Canada,In-Store,Electronics,Declined
277,1091,318.57,USD,2024-02-05,Spain,Mobile,Travel,Refunded
278,1056,132.65,EUR,2024-01-25,Canada,Mobile,Electronics,Completed
279,1088,73.98,GBP,2024-01-23,UK,Online,Grocery,Refunded
280,1049,418.29,MXN,2024-01-12,Mexico,Mobile,Fashion,Refunded
281,1022,492.28,EUR,2024-02-03,Mexico,Mobile,Grocery,Pending
282,1030,265.22,MXN,2024-02-05,Mexico,Online,Pharmacy,Completed
283,1093,89.98,MXN,2024-02-06,USA,In-Store,Electronics,Completed
284,1041,139.79,CAD,2024-01-03,Canada,Mobile,Fashion,Declined
285,1098,14.1,EUR,2024-01-09,UK,Online,Pharmacy,Declined
286,1006,457.58,EUR,2024-02-22,USA,Mobile,Fashion,Pending
287,1015,63.29,MXN,2024-01-18,Spain,Mobile,Pharmacy,Refunded
288,1089,290.38,GBP,2024-02-12,UK,Mobile,Grocery,Declined
289,1059,140.66,CAD,2024-02-04,UK,Mobile,Travel,Declined
290,1001,279.32,MXN,2024-02-26,UK,Online,Electronics,Completed
291,1000,327.45,USD,2024-02-24,Mexico,Online,Restaurant,Completed
292,1047,415.72,USD,2024-02-03,UK,Online,Restaurant,Declined
293,1011,107.18,CAD,2024-02-10,Canada,Mobile,Grocery,Completed
294,1068,10.44,GBP,2024-01-14,UK,Mobile,Electronics,Pending
295,1036,72.76,MXN,2024-01-04,Mexico,Mobile,Electronics,Declined
296,1031,450.51,EUR,2024-01-29,UK,Online,Grocery,Completed
297,1008,437.58,CAD,2024-02-10,Spain,Mobile,Electronics,Pending
298,1098,300.72,GBP,2024-02-14,Spain,In-Store,Travel,Completed
299,1018,302.26,EUR,2024-02-19,Mexico,Mobile,Grocery,Completed
300,1047,334.19,USD,2024-01-15,Canada,In-Store,Travel,Completed
301,1079,91.81,USD,2024-01-28,Canada,Mobile,Electronics,Declined
302,1002,457.63,EUR,2024-02-11,USA,Online,Grocery,Refunded
303,1019,212.29,CAD,2024-01-16,Mexico,Mobile,Electronics,Completed
304,1023,194.65,USD,2024-01-12,UK,In-Store,Grocery,Pending
305,1053,261.86,MXN,2024-02-21,Mexico,In-Store,Electronics,Declined
306,1032,28.25,EUR,2024-01-05,USA,Mobile,Travel,Declined
307,1023,87.31,EUR,2024-02-03,Mexico,In-Store,Travel,Pending
308,1074,370.33,USD,2024-02-11,Mexico,In-Store,Electronics,Completed
309,1071,45.99,CAD,2024-01-01,USA,Online,Grocery,Refunded
310,1035,303.56,MXN,2024-02-08,Canada,Mobile,Restaurant,Completed
311,1037,126.45,CAD,2024-02-01,UK,Mobile,Travel,Pending
312,1083,197.7,GBP,2024-01-26,USA,Mobile,Travel,Declined
313,1098,147.9,GBP,2024-01-17,Spain,In-Store,Pharmacy,Refunded
314,1088,181.06,USD,2024-02-17,Canada,Mobile,Restaurant,Declined
315,1098,360.93,USD,2024-02-28,Spain,Mobile,Electronics,Pending
316,1024,152.08,USD,2024-01-27,Canada,Online,Grocery,Completed
317,1092,285.37,GBP,2024-01-24,UK,Online,Pharmacy,Refunded
318,1017,240.64,CAD,2024-02-04,UK,Online,Electronics,Declined
319,1081,333.52,CAD,2024-02-15,Mexico,In-Store,Fashion,Declined
320,1065,468.73,USD,2024-02-11,Spain,Mobile,Travel,Declined
321,1053,367.62,MXN,2024-02-23,Canada,Online,Fashion,Completed
322,1034,111.4,CAD,2024-02-08,UK,Online,Travel,Refunded
323,1079,20.44,GBP,2024-01-26,USA,Online,Travel,Completed
324,1060,134.82,EUR,2024-02-18,UK,Mobile,Fashion,Completed
325,1040,299.56,EUR,2024-02-07,USA,Mobile,Fashion,Completed
326,1099,30.46,EUR,2024-01-23,Canada,Mobile,Electronics,Pending
327,1032,250.7,MXN,2024-01-22,UK,In-Store,Pharmacy,Pending
328,1067,300.44,USD,2024-01-04,UK,In-Store,Pharmacy,Pending
329,1032,170.45,GBP,2024-02-18,Canada,Online,Fashion,Refunded
330,1013,386.6,MXN,2024-02-28,UK,Mobile,Electronics,Completed
331,1020,57.77,GBP,2024-01-09,USA,Online,Pharmacy,Completed
332,1047,42.19,GBP,2024-01-04,UK,Mobile,Electronics,Pending
333,1019,365.45,USD,2024-01-07,Spain,Mobile,Electronics,Completed
334,1007,250.27,EUR,2024-01-23,Mexico,Mobile,Travel,Completed
335,1006,345.76,USD,2024-01-02,USA,In-Store,Pharmacy,Declined
336,1066,220.24,MXN,2024-02-18,Spain,In-Store,Pharmacy,Completed
337,1016,126.97,MXN,2024-01-24,Canada,Mobile,Travel,Declined
338,1032,410.46,MXN,2024-02-09,USA,Online,Fashion,Completed
339,1047,400.71,USD,2024-02-24,Mexico,Mobile,Travel,Refunded
340,1075,348.87,GBP,2024-01-31,Mexico,Mobile,Pharmacy,Pending
341,1058,139.71,GBP,2024-02-16,Canada,Online,Pharmacy,Declined
342,1085,297.16,CAD,2024-01-31,Canada,Mobile,Fashion,Pending
343,1021,183.68,MXN,2024-02-16,USA,Online,Travel,Declined
344,1029,50.33,GBP,2024-02-09,UK,In-Store,Grocery,Declined
345,1037,459.07,CAD,2024-02-17,Canada,In-Store,Grocery,Declined
346,1050,72.73,GBP,2024-02-20,UK,Online,Fashion,Refunded
347,1053,475.37,MXN,2024-02-12,Spain,In-Store,Travel,Completed
348,1007,225.77,EUR,2024-02-03,Mexico,In-Store,Travel,Declined
349,1026,96.64,MXN,2024-02-24,UK,Online,Electronics,Refunded
350,1026,273.24,USD,2024-01-24,Mexico,In-Store,Pharmacy,Declined
351,1097,437.11,GBP,2024-02-18,UK,Mobile,Restaurant,Completed
352,1020,367.45,GBP,2024-02-29,Spain,Mobile,Fashion,Declined
353,1029,404.25,USD,2024-01-26,Canada,Online,Restaurant,Refunded
354,1096,331.1,USD,2024-01-16,Spain,In-Store,Restaurant,Completed
355,1027,347.68,EUR,2024-02-26,Canada,Mobile,Fashion,Refunded
356,1063,425.35,GBP,2024-02-16,Canada,Mobile,Travel,Completed
357,1096,128.59,GBP,2024-01-13,Mexico,In-Store,Fashion,Completed
358,1068,247.27,EUR,2024-01-15,Spain,In-Store,Restaurant,Pending
359,1060,114.5,CAD,2024-01-27,UK,Mobile,Pharmacy,Pending
360,1047,493.9,EUR,2024-01-04,Spain,Mobile,Pharmacy,Pending
361,1018,472.31,MXN,2024-01-16,Mexico,Online,Pharmacy,Completed
362,1003,24.52,GBP,2024-01-30,Canada,Online,Travel,Declined
363,1034,354.26,USD,2024-02-13,Mexico,Mobile,Grocery,Refunded
364,1063,463.0,MXN,2024-01-30,USA,Online,Fashion,Refunded
365,1048,94.38,GBP,2024-02-05,USA,Mobile,Pharmacy,Refunded
366,1016,286.13,EUR,2024-01-03,UK,Mobile,Fashion,Pending
367,1043,458.17,MXN,2024-01-22,Mexico,Online,Pharmacy,Completed
368,1091,21.8,GBP,2024-02-18,UK,Online,Travel,Pending
369,1029,350.22,CAD,2024-01-22,UK,In-Store,Grocery,Declined
370,1092,152.19,CAD,2024-02-19,USA,In-Store,Grocery,Completed
371,1045,462.58,USD,2024-02-26,UK,In-Store,Pharmacy,Refunded
